CALENDAR_DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY(mins),SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME(mins),DISTANCE(mi),SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
27,Sunday,AA,1556,N565AA,IAD,DFW,2024-10-02 15:18:00,,,2024-10-02 21:06:00,,,1172,2024-10-02 17:54:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2319,N541AA,DFW,ORD,2024-10-02 15:20:00,,,2024-10-02 14:08:00,,,802,2024-10-02 17:48:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
27,Sunday,AA,2310,N3FDAA,SEA,DFW,2024-10-02 15:20:00,,,2024-10-02 22:04:00,,,1660,2024-10-02 21:04:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,1340,N525SW,DAL,MAF,2024-10-02 15:25:00,,,2024-10-02 07:00:00,,,319,2024-10-02 16:35:00,,,0,1,B,,,,,,MAF,Midland International Airport,Midland,TX,USA,31.94253,-102.20191
27,Sunday,AA,2212,N466AA,DFW,STL,2024-10-02 15:25:00,,,2024-10-02 10:00:00,,,550,2024-10-02 17:05:00,,,0,1,B,,,,,,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
27,Sunday,AA,1300,N3CEAA,DFW,MSY,2024-10-02 15:30:00,,,2024-10-02 08:06:00,,,447,2024-10-02 16:56:00,,,0,1,B,,,,,,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
27,Sunday,AA,1638,N3ABAA,DFW,CLT,2024-10-02 15:30:00,,,2024-10-02 14:07:00,,,936,2024-10-02 18:57:00,,,0,1,B,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
27,Sunday,AA,1684,,DFW,PHL,2024-10-02 15:30:00,,,2024-10-02 18:08:00,,,1303,2024-10-02 19:38:00,,,0,1,A,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
27,Sunday,WN,48,N7821L,CHS,HOU,2024-10-02 15:35:00,,,2024-10-02 17:00:00,,,928,2024-10-02 17:25:00,,,0,1,B,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
27,Sunday,WN,47,N355SW,TPA,DAL,2024-10-02 15:35:00,,,2024-10-02 16:00:00,,,917,2024-10-02 17:15:00,,,0,1,A,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,AA,1159,N493AA,SAN,DFW,2024-10-02 15:35:00,,,2024-10-02 18:03:00,,,1171,2024-10-02 20:38:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1634,N469AA,DFW,DEN,2024-10-02 15:40:00,,,2024-10-02 12:04:00,,,641,2024-10-02 16:44:00,,,0,1,B,,,,,,DEN,Denver International Airport,Denver,CO,USA,39.85841,-104.667
27,Sunday,AA,184,N3CHAA,DFW,SEA,2024-10-02 15:45:00,,,,,,1660,2024-10-02 18:09:00,,,0,1,B,,,,,,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
27,Sunday,AA,249,N3ERAA,DFW,SFO,2024-10-02 15:45:00,,,2024-10-02 23:03:00,,,1464,2024-10-02 17:38:00,,,0,1,B,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
27,Sunday,AA,1242,N3FVAA,DEN,DFW,2024-10-02 15:45:00,,,2024-10-02 11:06:00,,,641,2024-10-02 18:41:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2464,N3JBAA,MCO,DFW,2024-10-02 15:46:00,,,2024-10-02 17:09:00,,,985,2024-10-02 17:45:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,78,N566AA,SLC,DFW,2024-10-02 15:47:00,,,2024-10-02 15:08:00,,,989,2024-10-02 19:25:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1562,N029AA,DFW,GUC,2024-10-02 15:47:00,,,2024-10-02 12:09:00,,,678,2024-10-02 16:56:00,,,0,1,B,,,,,,GUC,Gunnison-Crested Butte Regional Airport,Gunnison,CO,USA,38.53396,-106.93318
27,Sunday,AA,1235,N520AA,DFW,ELP,2024-10-02 15:50:00,,,2024-10-02 10:05:00,,,551,2024-10-02 16:35:00,,,0,1,B,,,,,,ELP,El Paso International Airport,El Paso,TX,USA,31.80667,-106.37781
27,Sunday,AA,2256,N483AA,DFW,IAH,2024-10-02 15:50:00,,,2024-10-02 06:08:00,,,224,2024-10-02 16:58:00,,,0,1,B,,,,,,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
27,Sunday,AA,2480,N8ANAA,LAX,DFW,2024-10-02 15:55:00,,,2024-10-02 17:08:00,,,1235,2024-10-02 20:53:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2358,N4XBAA,MSY,DFW,2024-10-02 15:57:00,,,2024-10-02 09:08:00,,,447,2024-10-02 17:35:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,40,N388SW,HOU,DAL,2024-10-02 16:00:00,,,2024-10-02 06:00:00,,,239,2024-10-02 17:00:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,AA,1146,N3EJAA,LGA,DFW,2024-10-02 16:00:00,2024-10-02 15:59:00,-1.0,,,,1389,2024-10-02 19:23:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1599,N3FAAA,SNA,DFW,2024-10-02 16:00:00,,,2024-10-02 17:02:00,,,1205,2024-10-02 20:52:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,351,N514AA,IAH,DFW,2024-10-02 16:04:00,,,2024-10-02 07:02:00,,,224,2024-10-02 17:16:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,1939,N524SW,AUS,LBB,2024-10-02 16:05:00,,,2024-10-02 07:00:00,,,341,2024-10-02 17:15:00,,,0,1,B,,,,,,LBB,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278
27,Sunday,AA,1000,N3FYAA,TPA,DFW,2024-10-02 16:05:00,,,2024-10-02 17:05:00,,,929,2024-10-02 18:00:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,357,N4XFAA,SAT,DFW,2024-10-02 16:05:00,,,2024-10-02 07:03:00,,,247,2024-10-02 17:18:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1513,N479AA,COS,DFW,2024-10-02 16:05:00,,,2024-10-02 10:08:00,,,592,2024-10-02 18:53:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2347,N4WMAA,CMH,DFW,2024-10-02 16:09:00,,,2024-10-02 18:00:00,,,926,2024-10-02 18:09:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2377,N4UBAA,TUS,DFW,2024-10-02 16:15:00,,,2024-10-02 13:07:00,,,813,2024-10-02 19:32:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1101,N477AA,ABQ,DFW,2024-10-02 16:19:00,,,2024-10-02 10:01:00,,,569,2024-10-02 19:00:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,190,N4XRAA,DFW,SAT,2024-10-02 16:20:00,,,2024-10-02 06:08:00,,,247,2024-10-02 17:28:00,,,0,1,B,,,,,,SAT,San Antonio International Airport,San Antonio,TX,USA,29.53369,-98.46978
27,Sunday,AA,732,,MSY,CLT,2024-10-02 16:20:00,,,2024-10-02 10:08:00,,,651,2024-10-02 19:08:00,,,0,1,A,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
27,Sunday,AA,2355,N496AA,DFW,OKC,2024-10-02 16:25:00,,,2024-10-02 05:06:00,,,175,2024-10-02 17:21:00,,,0,1,B,,,,,,OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073
27,Sunday,WN,966,N372SW,HOU,CLT,2024-10-02 16:30:00,,,2024-10-02 13:05:00,,,920,2024-10-02 19:45:00,,,0,1,B,,,,,,CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401,-80.94313
27,Sunday,AA,548,,SNA,PHX,2024-10-02 16:30:00,,,2024-10-02 07:05:00,,,338,2024-10-02 18:45:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
27,Sunday,WN,1226,N515SW,HOU,CRP,2024-10-02 16:35:00,,,2024-10-02 05:00:00,,,187,2024-10-02 17:25:00,,,0,1,B,,,,,,CRP,Corpus Christi International Airport,Corpus Christi,TX,USA,27.77036,-97.50122
27,Sunday,WN,1182,N697SW,LBB,DAL,2024-10-02 16:35:00,,,2024-10-02 06:05:00,,,293,2024-10-02 17:40:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,AA,1194,N3LSAA,DFW,SAN,2024-10-02 16:35:00,,,2024-10-02 18:06:00,,,1171,2024-10-02 17:41:00,,,0,1,B,,,,,,SAN,San Diego International Airport (Lindbergh Field),San Diego,CA,USA,32.73356,-117.18966
27,Sunday,AA,2259,N547AA,DFW,BNA,2024-10-02 16:40:00,,,2024-10-02 10:03:00,,,631,2024-10-02 18:23:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
27,Sunday,AA,2339,N4YUAA,ORD,DFW,2024-10-02 16:41:00,,,2024-10-02 16:04:00,,,802,2024-10-02 19:25:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,138,N3JSAA,DFW,DCA,2024-10-02 16:45:00,,,2024-10-02 16:05:00,,,1192,2024-10-02 20:30:00,,,0,1,B,,,,,,DCA,Ronald Reagan Washington National Airport,Arlington,VA,USA,38.85208,-77.03772
27,Sunday,AA,2236,N4WJAA,DFW,OMA,2024-10-02 16:45:00,,,2024-10-02 10:05:00,,,583,2024-10-02 18:30:00,,,0,1,B,,,,,,OMA,Eppley Airfield,Omaha,NE,USA,41.30252,-95.89417
27,Sunday,AA,2427,N387AA,MIA,DFW,2024-10-02 16:45:00,,,2024-10-02 19:09:00,,,1121,2024-10-02 19:04:00,,,0,1,A,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,379,N4XCAA,DFW,MKE,2024-10-02 16:46:00,,,2024-10-02 13:07:00,,,853,2024-10-02 19:03:00,,,0,1,B,,,,,,MKE,General Mitchell International Airport,Milwaukee,WI,USA,42.94722,-87.89658
27,Sunday,WN,165,N710SW,HOU,LAX,2024-10-02 16:50:00,,,2024-10-02 22:05:00,,,1390,2024-10-02 18:35:00,,,0,1,B,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
27,Sunday,WN,1329,N220WN,PHL,BNA,2024-10-02 16:55:00,,,2024-10-02 13:00:00,,,675,2024-10-02 18:05:00,,,0,1,A,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
27,Sunday,WN,35,N960WN,HOU,SAT,2024-10-02 16:55:00,,,2024-10-02 05:05:00,,,192,2024-10-02 17:50:00,,,0,1,B,,,,,,SAT,San Antonio International Airport,San Antonio,TX,USA,29.53369,-98.46978
27,Sunday,AA,131,N3DLAA,JFK,ORD,2024-10-02 17:00:00,,,2024-10-02 18:00:00,,,740,2024-10-02 19:00:00,,,0,1,A,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
27,Sunday,AA,1221,N885AA,DFW,AUS,2024-10-02 17:00:00,,,2024-10-02 06:04:00,,,190,2024-10-02 18:04:00,,,0,1,B,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
27,Sunday,AA,2352,N3EXAA,SFO,DFW,2024-10-02 17:00:00,,,2024-10-02 20:01:00,,,1464,2024-10-02 22:21:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1593,N4XXAA,AUS,DFW,2024-10-02 17:00:00,,,2024-10-02 06:09:00,,,190,2024-10-02 18:09:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2590,N3LVAA,PDX,DFW,2024-10-02 17:00:00,,,2024-10-02 22:02:00,,,1616,2024-10-02 22:42:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2361,N424AA,DFW,BWI,2024-10-02 17:05:00,,,2024-10-02 17:02:00,,,1217,2024-10-02 20:57:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
27,Sunday,AA,1473,N3GBAA,DFW,TUS,2024-10-02 17:05:00,,,2024-10-02 14:08:00,,,813,2024-10-02 18:33:00,,,0,1,B,,,,,,TUS,Tucson International Airport,Tucson,AZ,USA,32.11608,-110.94103
27,Sunday,AA,1164,N3CFAA,DFW,LGA,2024-10-02 17:10:00,,,2024-10-02 19:06:00,,,1389,2024-10-02 21:26:00,,,0,1,B,,,,,,LGA,LaGuardia Airport (Marine Air Terminal),New York,NY,USA,40.77724,-73.87261
27,Sunday,AA,1524,N4YBAA,SAT,DFW,2024-10-02 17:10:00,,,2024-10-02 07:05:00,,,247,2024-10-02 18:25:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,51,N525SW,MAF,DAL,2024-10-02 17:15:00,,,2024-10-02 06:05:00,,,319,2024-10-02 18:20:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,WN,206,N7832A,DAL,LBB,2024-10-02 17:15:00,,,2024-10-02 06:05:00,,,293,2024-10-02 18:20:00,,,0,1,B,,,,,,LBB,Lubbock Preston Smith International Airport,Lubbock,TX,USA,33.66364,-101.82278
27,Sunday,AA,1072,N3MRAA,DFW,PHL,2024-10-02 17:15:00,,,2024-10-02 18:09:00,,,1303,2024-10-02 21:24:00,,,0,1,B,,,,,,PHL,Philadelphia International Airport,Philadelphia,PA,USA,39.87195,-75.24114
27,Sunday,AA,2260,N3JNAA,DFW,PSP,2024-10-02 17:15:00,,,2024-10-02 18:09:00,,,1126,2024-10-02 18:24:00,,,0,1,B,,,,,,PSP,Palm Springs International Airport,Palm Springs,CA,USA,33.82922,-116.50625
27,Sunday,AA,1235,N520AA,ELP,DFW,2024-10-02 17:18:00,,,2024-10-02 11:02:00,,,551,2024-10-02 20:10:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1634,N469AA,DEN,DFW,2024-10-02 17:24:00,,,2024-10-02 12:04:00,,,641,2024-10-02 20:28:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,767,N446WN,HOU,BWI,2024-10-02 17:25:00,,,2024-10-02 17:00:00,,,1246,2024-10-02 21:15:00,,,0,1,B,,,,,,BWI,Baltimore-Washington International Airport,Baltimore,MD,USA,39.1754,-76.6682
27,Sunday,AA,1220,N3HWAA,DFW,SEA,2024-10-02 17:25:00,,,,,,1660,2024-10-02 19:51:00,,,0,1,B,,,,,,SEA,Seattle-Tacoma International Airport,Seattle,WA,USA,47.44898,-122.30931
27,Sunday,AA,1288,N3GDAA,DFW,SNA,2024-10-02 17:25:00,,,2024-10-02 19:08:00,,,1205,2024-10-02 18:43:00,,,0,1,B,,,,,,SNA,John Wayne Airport (Orange County Airport),Santa Ana,CA,USA,33.67566,-117.86822
27,Sunday,AA,2280,N369AA,DFW,LAX,2024-10-02 17:30:00,,,2024-10-02 20:05:00,,,1235,2024-10-02 18:55:00,,,0,1,B,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
27,Sunday,WN,3433,N515SW,HOU,MSY,2024-10-02 17:35:00,,,2024-10-02 06:05:00,,,302,2024-10-02 18:40:00,,,0,1,B,,,,,,MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99339,-90.25803
27,Sunday,WN,491,N418WN,DAL,AMA,2024-10-02 17:40:00,,,2024-10-02 07:00:00,,,323,2024-10-02 18:50:00,,,0,1,B,,,,,,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593
27,Sunday,AA,1394,N473AA,ONT,DFW,2024-10-02 17:40:00,,,2024-10-02 17:09:00,,,1188,2024-10-02 22:39:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2458,N3BKAA,LAS,DFW,2024-10-02 17:40:00,,,2024-10-02 16:00:00,,,1055,2024-10-02 22:20:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1300,N3CEAA,MSY,DFW,2024-10-02 17:41:00,,,2024-10-02 10:04:00,,,447,2024-10-02 19:25:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,1912,N521SW,HOU,OKC,2024-10-02 17:45:00,,,2024-10-02 08:00:00,,,419,2024-10-02 19:05:00,,,0,1,B,,,,,,OKC,Will Rogers World Airport,Oklahoma City,OK,USA,35.39309,-97.60073
27,Sunday,AA,2477,N871AA,DFW,LAX,2024-10-02 17:45:00,2024-10-02 22:17:00,272.0,2024-10-02 20:06:00,,,1235,2024-10-02 19:11:00,,,0,1,B,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
27,Sunday,AA,2256,N483AA,IAH,DFW,2024-10-02 17:49:00,,,2024-10-02 07:07:00,,,224,2024-10-02 19:06:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2368,N003AA,DFW,IAH,2024-10-02 17:50:00,,,2024-10-02 06:07:00,,,224,2024-10-02 18:57:00,,,0,1,A,,,,,,IAH,George Bush Intercontinental Airport,Houston,TX,USA,29.98047,-95.33972
27,Sunday,AA,1646,N4XVAA,TUL,DFW,2024-10-02 17:55:00,,,2024-10-02 08:00:00,,,237,2024-10-02 19:15:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,48,N7821L,HOU,DAL,2024-10-02 18:00:00,,,2024-10-02 06:00:00,,,239,2024-10-02 19:00:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,WN,39,N523SW,HOU,HRL,2024-10-02 18:00:00,,,2024-10-02 06:05:00,,,277,2024-10-02 19:05:00,,,0,1,B,,,,,,HRL,Valley International Airport,Harlingen,TX,USA,26.22851,-97.65439
27,Sunday,WN,47,N684WN,DAL,HOU,2024-10-02 18:00:00,,,2024-10-02 06:05:00,,,239,2024-10-02 19:05:00,,,0,1,B,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
27,Sunday,AA,6,N378AA,OGG,DFW,2024-10-02 18:00:00,,,2024-10-02 04:27:00,,,3711,2024-10-02 05:07:00,,,0,1,A,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,55,N524SW,LBB,DAL,2024-10-02 18:05:00,,,2024-10-02 06:05:00,,,293,2024-10-02 19:10:00,,,0,1,B,,,,,,DAL,Dallas Love Field,Dallas,TX,USA,32.84711,-96.85177
27,Sunday,AA,601,,IAH,PHX,2024-10-02 18:05:00,,,2024-10-02 17:06:00,,,1009,2024-10-02 20:01:00,,,0,1,A,,,,,,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,USA,33.43417,-112.00806
27,Sunday,AA,1424,N4XRAA,SAT,DFW,2024-10-02 18:09:00,,,2024-10-02 07:04:00,,,247,2024-10-02 19:23:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,42,N736SA,DAL,MAF,2024-10-02 18:10:00,,,2024-10-02 07:00:00,,,319,2024-10-02 19:20:00,,,0,1,B,,,,,,MAF,Midland International Airport,Midland,TX,USA,31.94253,-102.20191
27,Sunday,AA,2482,N4XPAA,DFW,AUS,2024-10-02 18:10:00,2024-10-02 20:08:00,118.0,2024-10-02 06:00:00,,,190,2024-10-02 19:10:00,,,0,1,B,,,,,,AUS,Austin-Bergstrom International Airport,Austin,TX,USA,30.19453,-97.66987
27,Sunday,AA,2355,N496AA,OKC,DFW,2024-10-02 18:11:00,,,2024-10-02 06:08:00,,,175,2024-10-02 19:19:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1396,N514AA,DFW,BNA,2024-10-02 18:12:00,,,2024-10-02 10:03:00,,,631,2024-10-02 19:55:00,,,0,1,B,,,,,,BNA,Nashville International Airport,Nashville,TN,USA,36.12448,-86.67818
27,Sunday,WN,2285,N271LV,SAN,SFO,2024-10-02 18:15:00,,,2024-10-02 09:00:00,,,447,2024-10-02 19:45:00,,,0,1,C,,,,,,SFO,San Francisco International Airport,San Francisco,CA,USA,37.619,-122.37484
27,Sunday,AA,1459,N3KAAA,DFW,MCI,2024-10-02 18:20:00,,,2024-10-02 09:03:00,,,460,2024-10-02 19:53:00,,,0,1,B,,,,,,MCI,Kansas City International Airport,Kansas City,MO,USA,39.29761,-94.71391
27,Sunday,AA,2299,N4XYAA,DFW,TPA,2024-10-02 18:20:00,,,2024-10-02 13:09:00,,,929,2024-10-02 21:39:00,,,0,1,B,,,,,,TPA,Tampa International Airport,Tampa,FL,USA,27.97547,-82.53325
27,Sunday,AA,1207,N550AA,DFW,RDU,2024-10-02 18:20:00,,,2024-10-02 15:03:00,,,1061,2024-10-02 21:53:00,,,0,1,B,,,,,,RDU,Raleigh-Durham International Airport,Raleigh,NC,USA,35.87764,-78.78747
27,Sunday,AA,2371,N4XWAA,DFW,STL,2024-10-02 18:20:00,,,2024-10-02 09:09:00,,,550,2024-10-02 19:59:00,,,0,1,B,,,,,,STL,St. Louis International Airport at Lambert Field,St Louis,MO,USA,38.74769,-90.35999
27,Sunday,WN,2840,N717SA,SAT,HOU,2024-10-02 18:25:00,,,2024-10-02 05:05:00,,,192,2024-10-02 19:20:00,,,0,1,A,,,,,,HOU,William P. Hobby Airport,Houston,TX,USA,29.64542,-95.27889
27,Sunday,AA,1643,N4XBAA,DFW,MFE,2024-10-02 18:26:00,,,2024-10-02 09:06:00,,,469,2024-10-02 20:02:00,,,0,1,B,,,,,,MFE,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,USA,26.17583,-98.23861
27,Sunday,AA,2324,N487AA,RIC,DFW,2024-10-02 18:26:00,,,2024-10-02 21:02:00,,,1158,2024-10-02 20:58:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,2568,N4XDAA,DFW,ABQ,2024-10-02 18:26:00,,,2024-10-02 11:04:00,,,569,2024-10-02 19:20:00,,,0,1,B,,,,,,ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022,-106.60919
27,Sunday,AA,2340,N3AKAA,DCA,ORD,2024-10-02 18:27:00,,,2024-10-02 14:03:00,,,612,2024-10-02 19:50:00,,,0,1,A,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
27,Sunday,AA,1447,N481AA,PIT,DFW,2024-10-02 18:30:00,,,2024-10-02 20:00:00,,,1067,2024-10-02 20:50:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,WN,466,N7712G,LAS,AMA,2024-10-02 18:35:00,,,2024-10-02 11:05:00,,,758,2024-10-02 22:30:00,,,0,1,B,,,,,,AMA,Rick Husband Amarillo International Airport,Amarillo,TX,USA,35.21937,-101.70593
27,Sunday,AA,299,N3EBAA,FLL,DFW,2024-10-02 18:35:00,,,2024-10-02 20:04:00,,,1119,2024-10-02 20:59:00,,,0,1,B,,,,,,DFW,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,USA,32.89595,-97.0372
27,Sunday,AA,1249,N030AA,ATL,LAX,2024-10-02 18:35:00,,,2024-10-02 03:04:00,,,1947,2024-10-02 20:39:00,,,0,1,B,,,,,,LAX,Los Angeles International Airport,Los Angeles,CA,USA,33.94254,-118.40807
27,Sunday,AA,1305,N3KVAA,ORD,JFK,2024-10-02 18:35:00,,,2024-10-02 14:01:00,,,740,2024-10-02 21:56:00,,,0,1,A,,,,,,JFK,John F. Kennedy International Airport (New York International Airport),New York,NY,USA,40.63975,-73.77893
27,Sunday,AA,2253,N4YAAA,ORD,DTW,2024-10-02 18:35:00,,,2024-10-02 08:06:00,,,235,2024-10-02 21:01:00,,,0,1,B,,,,,,DTW,Detroit Metropolitan Airport,Detroit,MI,USA,42.21206,-83.34884
27,Sunday,AA,2554,N3GHAA,PBI,ORD,2024-10-02 18:35:00,,,2024-10-02 20:03:00,,,1144,2024-10-02 20:58:00,,,0,1,B,,,,,,ORD,Chicago O'Hare International Airport,Chicago,IL,USA,41.9796,-87.90446
